chrom	w_start	w_end	symbol
chr16	29984063	31034506	ITGAL
chr12	3882928	4914519	CCND2
chr3	149958912	150980956	SIAH2
chr2	84150652	85186404	SUCLG1
chr1	144093688	145332254	NBPF9
chr10	126893859	127908062	EDRF1-DT
chr4	38468365	39534029	TMEM156
chr1	689292	1709234	UBE2J2
chr14	49591892	50601962	DNAAF2
chr1	100098719	101116052	TRMT13
chr2	178890716	180172150	TTN
chr6	33714172	34716783	SMIM29
chr8	21962270	22979027	CCAR2
chr1	23453824	24467058	MDS2
chr19	38609828	39627594	EIF3K
chr1	192044903	193049154	RGS1
chr2	12357062	13382860	TRIB2
chr17	8282233	9369024	PIK3R5
chr17	79325597	80329213	ARHGDIA
chr15	41101471	42124789	OIP5
chr11	58841871	59883247	OSBP
chr1	248604645	249620114	SH3BP5L
chr16	69988498	71014177	FCSK
chr12	4148056	5169213	RAD51AP1
chr2	197865103	198868173	HSPE1
chr16	338620	1348074	CHTF18
chr1	230968499	231973598	EXOC8
chr10	103680593	104682893	FBXL15
chr9	138598179	139637658	QSOX2
chr11	9971935	11029126	AMPD3
chr13	40803264	41845326	MRPS31
chr22	37365101	38382422	MFNG
chr12	121246048	122292012	ANAPC5
chr11	68022088	69109384	CPT1A
chr13	113478478	114518463	GRTP1
chr1	227770409	228786913	ARF1
chr19	42401300	43656507	LIPE-AS1
chr5	81069139	82074173	RPS23
chr12	49979125	50994490	SMARCD1
chr22	29499545	30594589	NF2
chr7	21440517	22485517	CDCA7L
chr2	63568103	64618694	UGP2
chr16	14226808	15263093	BFAR
chr10	12859428	13890293	SEPHS1
chr19	35729702	36733353	IGFLR1
chr19	50726621	51728965	CLEC11A
chr17	0	764457	C17orf97
chr2	216474071	217571016	XRCC5
chr13	52107747	53203209	NEK5
chr14	105267111	106364484	PACS2
chr1	113971946	115020491	HIPK1
chr20	35418058	36445663	MANBAL
chr8	144398514	145411485	PUF60
chr20	61867053	62870456	LIME1
chr7	148138580	149138663	RNY5
chr9	0	965255	DOCK8
chr19	2254713	3283271	SGTA
chr9	72373894	73469789	SMC5
chr8	24776774	25782556	GNRH1
chr1	195514010	196557845	LINC01724
chr22	18093575	19114499	TUBA8
chr3	183928152	184929852	MAGEF1
chr19	38578281	39608593	MAP4K1
chr19	38294198	39306587	YIF1B
chr15	57498912	58509755	POLR2M
chr1	149766281	150781414	MRPS21
chr6	136643730	137735072	PEX7
chr1	9593016	10741297	UBE4B
chr16	55042984	56120578	LPCAT2
chr19	1073595	2092864	MBD3
chr3	52228502	53239807	GLT8D1
chr19	7523457	8570525	ELAVL1
chr5	140803436	141821612	DELE1
chr7	102215587	103240206	ARMC10
chr4	99967868	100985196	TRMT10A
chr12	79478659	80584744	PAWR
chr11	112685305	113744019	TTC12
chr19	49662829	50669114	IRF3
chr5	133237756	134247572	CDKN2AIPNL
chr9	127124409	128140012	ARPC5L
chr6	129397277	130531322	ARHGAP18
chr2	144195635	145590636	GTDC1
chr9	89612143	90823549	DAPK1
chr22	45935787	46940748	LINC00899
chr19	39471478	40484419	TIMM50
chr3	104585753	105795744	ALCAM
chr12	118314360	119355838	SUDS3
chr5	133207260	134227799	UBE2B
chr5	168564279	170010386	DOCK2
chr5	125195812	126330056	GRAMD2B
chr17	6418101	7420839	C17orf49
chr13	113362507	114421422	CUL4A
chr1	109334987	110349633	MYBPHL
chr2	174924302	176047641	WIPF1
chr19	49864461	50870833	PNKP
chr19	5285151	6291174	DUS3L
chr7	141998725	143000213	TRBC2
chr16	46489274	47507585	DNAJA2
chr19	45409902	46413995	POLR1G
chr14	105214870	106217430	BTBD6
chr20	48307120	49309227	CEBPB
chr11	66665654	67669329	PPP1CA
chr3	112751402	113848422	SIDT1
chr8	143873587	144882122	ZNF696
chr14	100342822	101496640	WDR25
chr12	76238254	77242195	BBS10
chr5	0	967405	EXOC3
chr11	46928827	47938051	SLC39A13
chr19	19240285	20254466	GMIP
chr16	8446799	9462863	CARHSP1
chr17	37324272	38326728	PNMT
chr1	22910135	24004182	LUZP1
chr5	156012843	157036055	HAVCR2
chr14	35507562	36778501	RALGAPA1
chr12	98539068	99629211	APAF1
chr12	8592957	9602241	M6PR
chr19	37303739	38355357	ZNF875
chr4	4043858	5212665	STX18-AS1
chr16	56720241	57774381	RSPRY1
chr11	67298148	68304111	NDUFS8
chr17	3942199	4958679	MYBBP1A
chr8	19174927	20209578	INTS10
chr17	48056221	49063335	RSAD1
chr6	109187717	110203670	CD164
chr11	110973173	112101579	SIK2
chr22	29450797	30477102	NIPSNAP1
chr1	235805839	236872207	GPR137B
chr5	149237260	150279856	TCOF1
chr6	127087827	128109707	RNF146
chr17	72626323	73627837	NT5C
chr14	22735897	23742251	OXA1L
chr1	16267219	17286573	NECAP2
chr11	990678	2008009	MOB2
chr9	131373229	132411225	PTPA
chr11	59548139	60576443	MS4A4A
chr3	65619285	66929351	SLC25A26
chr1	36359037	37363509	LSM10
chr10	51065199	52090734	NCOA4
chr1	25996399	26997364	ZNF593
chr16	28964909	29966285	BOLA2
chr3	52346978	53364688	ITIH4
chr22	50441378	51446131	LMF2
chr14	22889738	23898585	PRMT5
chr11	102421415	103462889	DCUN1D5
chr4	15183450	16192070	FAM200B
chr15	68873190	69888164	EWSAT1
chr11	107527942	108593365	NPAT
chr3	99711463	100796288	TMEM45A
chr3	44190224	45202283	ZNF35
chr3	51989620	53027084	NISCH
chr11	116662062	117662886	BACE1-AS
chr14	73241924	74425252	NUMB
chr11	34403842	35437926	APIP
chr1	191627592	192654945	RGS18
chr6	125096496	126123113	HDDC2
chr19	35320090	36338264	CD22
chr2	190128585	191149065	ORMDL1
chr14	91932335	93006403	TRIP11
chr20	38814488	39817876	MAFB
chr8	98614572	99629399	RIDA
chr10	105379924	106386141	SFR1
chr2	74276232	75284678	DOK1
chr2	222931618	224020811	FARSB
chr10	45821042	46850138	AGAP4
chr12	108415991	109454949	SART3
chr17	6504641	7518141	ASGR2
chr11	118464584	119466175	H2AX
chr14	102558986	103696898	RCOR1
chr17	41061343	42122167	DHX8
chr2	47510284	48534092	MSH6
chr3	111197873	112212215	ABHD10
chr3	194495474	195663749	ACAP2
chr1	148055984	149096263	NBPF15
chr1	207695587	208917729	PLXNA2
chr19	19615227	20650314	ZNF682
chr11	118394822	119401587	SLC37A4
chr6	107523358	108645517	SCML4
chr11	105448389	106469422	AASDHPPT
chr5	110564499	111812629	NREP
chr3	8904738	9928475	THUMPD3
chr13	99446793	100459653	GPR183
chr8	15465390	16550160	MSR1
chr19	42329787	43382917	MEGF8
chr2	170183964	171440641	UBR3
chr3	156360910	157377936	CCNL1
chr4	145554802	146601741	OTUD4
chr10	2609740	3678997	PFKP
chr7	98656265	99674076	ZNF655
chr13	41640971	43035245	VWA8
chr22	18617792	19632164	ESS2
chr4	145067308	146166423	HHIP
chr17	46485769	47506418	UBE2Z
chr10	130765505	132069247	MGMT
chr11	47502111	48692391	PTPRJ
chr2	130408965	131439330	SMPD4
chr13	112844352	114041482	ATP11A
chr2	202741050	203932472	BMPR2
chr10	102237577	103247254	MRPL43
chr2	106209767	107310757	UXS1
chr7	148266733	149287810	ZNF786
chr1	244498608	245508365	COX20
chr16	73981338	75141012	GLG1
chr5	162430070	163446360	MAT2B
chr12	53074506	54088926	ZNF740
chr1	150118706	151169630	GOLPH3L
chr21	42906940	43930469	ZBTB21
chr19	18644412	19668985	ARMC6
chr14	75627589	76921422	TTLL5
chr7	82492554	83778455	SEMA3E
chr5	118104454	119235383	TNFAIP8
chr12	11302608	12548311	ETV6
chr2	74148857	75152882	WDR54
chr16	56626495	57682281	CPNE2
chr6	68845174	70599398	ADGRB3
chr17	37749046	38756842	NR1D1
chr22	44068831	45104349	PARVG
chr11	8906199	9969674	IPO7
chr1	174482094	175492561	MRPS14
chr11	32414357	33501816	QSER1
chr17	79916074	80948413	NARF
chr16	2088022	3153189	PDPK1
chr16	56981391	57995182	COQ9
chr12	131934487	133065005	EP400
chr12	25607587	26612375	RASSF8-AS1
chr12	92313862	93326775	CLLU1-AS1
chr17	76170130	77278355	CYTH1
chr1	112438836	113503786	CTTNBP2NL
chr15	64634114	65660201	PLEKHO2
chr7	130098223	131106705	LINC00513
chr16	28496124	29502105	LAT
chr4	143934855	144978639	SMARCA5
chr10	21322685	22532559	MLLT10
chr22	30531768	31565006	SLC35E4
chr11	6127524	7133447	TAF10
chr3	44290236	45303111	KIAA1143
chr17	16897751	17899709	RASD1
chr16	65942427	66944804	LINC00920
chr10	95592983	96622696	NOC3L
chr17	64834032	65862693	PSMD12
chr1	21648737	22763803	HSPG2
chr12	49882945	50919277	RACGAP1
chr3	125322413	126400029	ALDH1L1
chr5	131709360	132710738	LEAP2
chr17	7691988	8693405	RANGRF
chr12	61602054	63086554	TAFA2
chr12	122488001	123511483	RSRC2
chr12	100094593	101118202	ACTR6
chr22	26339075	27379829	HPS4
chr11	36116052	37180822	IFTAP
chr7	17626448	19542039	HDAC9
chr4	3737269	4749950	TMEM128
chr17	33401814	34405590	PEX12
chr21	34138672	35169526	IL10RB
chr20	33364155	34365925	MMP24OS
chr14	24178821	25182694	CHMP4A
chr14	50083848	51198296	SOS2
chr19	33290840	34293440	CEBPA
chr12	64158542	65284538	C12orf56
chr8	32856240	33870653	TTI2
chr15	51515208	52543648	LYSMD2
chr22	24391300	25424358	UPB1
chr17	17376127	18420203	DRC3
chr10	90674325	91680754	IFIT5
chr1	24183489	25241534	STPG1
chr21	38095721	39140409	VPS26C
chr14	22995060	24004429	PSMB5
chr20	55459216	56468112	RBM38-AS1
chr12	130938452	132126014	ADGRD1
chr11	64840009	65841661	FAM89B
chr19	37539851	38578249	ZNF571-AS1
chr20	32081717	33172690	RALY
chr3	87699109	88707115	C3orf38
chr14	24287565	25304277	ADCY4
chr7	19235084	20248660	POLR1F
chr1	19078299	20086622	MRTO4
chr12	57410371	58414300	DDIT3
chr11	113810189	114821001	REXO2
chr4	86431558	87874348	MAPK10
chr1	153745105	154748351	HAX1
chr7	151222759	152319425	GALNT11
chr2	86230553	87290566	CHMP3
chr9	96293095	97372138	PTPDC1
chr7	130294853	131681391	MKLN1
chr1	638888	1641972	TNFRSF18
chr15	59451345	60481519	BNIP2
chr19	37402059	38458346	ZNF569
chr18	2155725	3305015	SMCHD1
chr17	79476579	80480754	CENPX
chr1	153463238	154464631	RPS27
chr3	176237132	177415270	TBL1XR1
chr2	73712037	74835303	TET3
chr17	6862697	7887568	ZBTB4
chr16	83341583	84353342	HSBP1
chr6	32402413	33408805	HLA-DMB
chr15	49413245	50448429	DTWD1
chr1	113115820	114174882	LRIG2
chr1	150727210	151739955	PSMD4
chr21	32532006	33541244	SOD1
chr14	70291798	71326400	COX16
chr9	115141200	116153156	SLC46A2
chr12	106849685	107867813	TMEM263
chr19	12136187	13162296	ZNF564
chr3	129112714	130127755	TMCC1-DT
chr9	135723426	136728034	SURF2
chr3	51788450	52812665	WDR82
chr1	837289	1842673	MRPL20
chr19	2285501	3315805	THOP1
chr20	56726339	57754582	STX16
chr10	98900428	99936191	PI4K2A
chr16	66761033	67763181	TMEM208
chr6	143664475	144684949	LTV1
chr6	63845707	64935904	PHF3
chr20	30197517	31255059	TM9SF4
chr16	46112503	47155291	SHCBP1
chr7	106704416	107718968	DUS4L
chr1	52892948	54017370	SCP2
chr17	6715980	7718679	GPS2
chr12	8185901	9193501	CLEC4E
chr22	30865251	31875381	TUG1
chr8	40935719	41982520	GPAT4
chr3	9826103	10827430	LINC00852
chr2	218581912	219619071	ARPC2
chr21	33501069	34600351	SYNJ1
chr15	76900500	78212446	PEAK1
chr19	53165677	54196611	ZNF665
chr14	102329278	103468814	TECPR2
chr14	92760650	93806292	GOLGA5
chr17	7260003	8288738	NAA38
chr3	150544100	151547337	P2RY13
chr15	32234115	33247835	GOLGA8O
chr16	1509539	2511976	NDUFB10
chr5	167475500	168506373	PANK3
chr20	59327317	61015673	CDH4
chr7	29459719	30529905	SCRN1
chr6	42979570	43984664	YIPF3
chr11	2608337	3686540	OSBPL5
chr6	109921022	111000873	WASF1
chr3	150429905	151496330	P2RY14
chr16	4574845	5583936	NAGPA
chr14	24408972	25412049	SDR39U1
chr5	106694736	108217799	FBXL17
chr8	67125016	68274257	SGK3
chr2	222788707	223927340	SGPP2
chr16	52968383	54025560	RBL2
chr16	56004315	57053936	BBS2
chr19	35338805	36344766	FFAR1
chr5	15951628	16965909	ZNF622
chr1	62749803	63831187	ATG4C
chr7	26708518	27711534	HOXA10-AS
chr10	105137327	106177942	STN1
chr15	40080110	41100136	PLCB2
chr19	16256959	17270955	SMIM7
chr12	7685312	8708113	FOXJ2
chr1	201008255	202296097	NAV1
chr4	278745	1319917	CPLX1
chr12	42050906	43132050	YAF2
chr11	74051955	75160136	XRRA1
chr1	218847220	219886200	LYPLAL1
chr17	79772749	80775484	CD7
chr9	129993803	130997573	TOR2A
chr14	61288297	62517694	PRKCH
chr8	95646013	96668913	PLEKHF2
chr21	43324011	44367794	UBASH3A
chr9	118949584	119963578	TRIM32
chr6	149545451	150567665	NUP43
chr12	104010864	105031988	NFYB
chr15	41023466	42074085	CHP1
chr11	6116302	7124846	RRP8
chr8	103376499	104490104	MAILR
chr10	126130692	127176758	ZRANB1
chr19	36374022	37409546	ZFP82
chr1	51319935	52484938	EPS15
chr7	104035075	105067092	LHFPL3-AS2
chr22	41101316	42127275	L3MBTL2
chr8	42495607	43557998	HGSNAT
chr2	53698250	55032437	ACYP2
chr1	169263871	170323221	C1orf112
chr8	145497609	146512702	ZNF34
chr16	23069048	24085710	UBFD1
chr1	11727048	12769277	TNFRSF1B
chr12	46969490	47973742	AMIGO2
chr10	16679335	17743671	TRDMT1
chr8	144637537	145641119	GPAA1
chr10	98758681	99830963	UBTD1
chr11	77279343	78290908	NDUFC2
chr16	0	819962	FAM234A
chr15	30731144	31783831	MTMR10
chr19	775529	1779227	FAM174C
chr15	64793850	65821977	MTFMT
chr10	111550488	112564678	SMNDC1
chr1	150170536	151193371	HORMAD1
chr1	159270302	160286047	FCRL6
chr1	154805059	156032594	ASH1L
chr14	64881173	65902086	CHURC1
chr12	94914005	95967394	NR2C1
chr14	57167225	58235623	EXOC5
chr17	17442722	18471719	GID4
chr11	32242	1035576	HRAS
chr16	0	962482	DECR2
chr3	52695225	53726733	PRKCD
chr14	57235689	58265460	AP5M1
chr11	119696008	120704395	TLCD5
chr1	117410071	118571494	MAN1A2
chr17	26530215	27538906	PROCA1
chr2	112469106	113512619	ZC3H8
chr11	119008808	120099910	NECTIN1
chr5	179421379	180505358	CNOT6
chr18	2347004	3416001	EMILIN2
chr7	72650424	73653132	ABHD11
chr16	27061465	28291665	KATNIP
chr19	1537470	2551243	MKNK2
chr7	42456460	43471773	PSMA2
chr5	10064182	11157928	ANKRD33B
chr10	115499013	116554259	VWA2
chr10	105569458	106598223	ITPRIP
chr2	84548790	85608208	TRABD2A
chr8	10122471	11197385	PINX1
chr11	66386734	67525553	KDM2A
chr17	36408994	37420478	PSMB3
chr12	122959273	123964589	OGFOD2
chr19	58095209	59129793	ZSCAN18
chr22	19429295	20457498	COMT
chr7	98492296	99506220	PDAP1
chr12	22101517	23197476	C2CD5
chr16	234622	1240398	WDR24
chr12	104109557	105244085	TXNRD1
chr5	33486270	34508155	AMACR
chr9	35636533	36663910	GLIPR2
chr2	60914598	62198222	USP34
chr2	41896493	43059688	EML4
chr6	12216999	13788069	PHACTR1
chr16	199365	1217830	WDR90
chr9	31884641	32954767	ACO1
chr8	117154369	118268062	EIF3H
chr5	152869708	153918470	FAM114A2
chr11	61860686	62869337	MTA2
chr11	111396132	112435128	DLAT
chr1	149374870	150389396	SV2A
chr5	179757957	180762726	LINC00847
chr7	5510556	6548737	PMS2
chr6	166278407	167296428	MPC1
chr11	32778218	33878569	HIPK3
chr6	23995197	25037435	ALDH5A1
chr1	77944859	78983648	DNAJB4
chr16	30691431	31706192	FUS
chr13	52206783	53233732	NEK3
chr15	64755363	65782252	SPG21
chr1	26356252	27401516	RPS6KA1
chr12	25848269	26887710	SSPN
chr15	89938238	90956184	ARPIN
chr10	90473329	91511532	LIPA
chr15	44922192	45957772	DUOX1
chr8	10778985	11824262	FAM167A
chr17	72534958	73543064	ATP5PD
chr12	79829061	80835175	PPP1R12A-AS1
chr17	75874730	76920740	PGS1
chr6	36062139	37073377	SRSF3
chr1	201469179	202479481	ELF3-AS1
chr17	43851550	44939153	ARL17B
chr17	16615526	17640482	FLCN
chr3	129193563	130196778	TRH
chr22	37571643	38575809	LGALS1
chr17	16880314	17896535	MED9
chr20	34701867	35722353	TGIF2
chr11	57008963	58011022	SELENOH
chr2	60608709	61658747	REL
chr19	20765009	21807897	ZNF714
chr10	80328723	81576276	ZMIZ1
chr17	19051449	20080909	ALDH3A2
chr19	42306284	43314966	PRR19
chr1	36383507	37416052	OSCP1
chr14	59451235	60472128	JKAMP
chr8	5764148	7006029	MCPH1
chr7	91576796	92589389	GATAD1
chr17	4335572	5338318	GP1BA
chr21	43419732	44501536	SLC37A1
chr11	61231757	62235106	FTH1
chr9	21302635	22441114	MTAP
chr11	65269550	66271620	BANF1
chr12	27363765	28409228	MRPS35
chr16	2615404	3619531	IL32
chr22	31392125	32514574	SFI1
chr12	103843972	104850993	C12orf73
chr6	2387504	3403543	SERPINB9
chr1	225533237	226570080	TMEM63A
chr17	7316642	8319636	RNF227
chr5	7359272	8369144	FASTKD3
chr10	126908278	127952708	EDRF1
chr4	15662128	16728094	TAPT1
chr3	174077124	176028336	NAALADL2
chr4	105790234	106895227	PPA2
chr13	32105911	33373262	FRY
chr5	131832677	132862241	ZCCHC10
chr15	67983043	68998448	CALML4
chr2	96440076	97471284	SNRNP200
chr1	21266630	22311393	NBPF3
chr7	137645004	138774741	TRIM24
chr2	60086351	61118510	MIR4432HG
chr4	21888999	23017689	ADGRA3
chr5	148840321	149866963	SLC26A2
chr9	34599773	35603192	STOML2
chr8	38258864	39331431	PLEKHA2
chr14	23276042	24280960	BCL2L2
chr19	19234464	20239029	LPAR2
chr15	90126277	91145700	IDH2
chr11	62100377	63109281	WDR74
chr15	101311014	102317690	SELENOS
chr16	994936	2025029	CLCN7
chr12	106476782	107656581	RFX4
chr1	2068425	3218258	TTC34
chr14	45084802	46103684	FKBP3
chr5	159348862	160355751	PTTG1
chr16	57559658	58580805	MMP15
chr17	4348947	5351825	PFN1
chr8	143862325	144863870	MINCR
chr9	123829353	125047809	DAB2IP
chr7	116002641	117062103	CAPZA2
chr7	63480256	64523449	ZNF680
chr19	10177136	11179655	CDKN2D
chr13	46286063	47351250	LRRC63
chr3	87601100	88699020	CGGBP1
chr4	38297876	39306412	TLR1
chr14	75098172	76143315	TMED10
chr9	70894981	71900482	PABIR1
chr19	49292895	50328448	SLC6A16
chr15	89359551	90378055	POLG
chr14	70874176	72082099	PCNX1
chr14	44893527	45931150	KLHL28
chr13	98105929	99176550	IPO5
chr2	74232170	75234822	PCGF1
chr1	149358468	150358961	H2AC20
chr2	232146381	233173963	COPS7B
chr12	131879167	132907695	ULK1
chr11	76825575	77848839	CLNS1A
chr2	114147511	115220173	ACTR3
chr11	45917962	47115573	AMBRA1
chr19	12715721	13727554	TRMT1
chr9	91475702	92613028	SEMA4D
chr5	132984626	134012641	SKP1
chr5	126353332	127390777	PRRC1
chr11	58475983	59480400	MPEG1
chr12	123604953	124618233	EIF2B1
chr6	26021934	27027621	HCG11
chr2	10795593	11818982	SLC66A3
chr19	41336228	42359827	TGFB1
chr12	55711825	56715663	ORMDL2
chr3	3341115	4391518	LRRN1
chr4	6076916	7125089	MAN2B2
chr2	207130330	208160913	FASTKD2
chr10	98579028	99581672	FRAT1
chr1	67373493	68396085	SERBP1
chr3	138779022	139896892	NMNAT3
chr19	57818450	58826281	ZNF552
chr16	88370197	89375666	CDT1
chr7	27370196	28720414	JAZF1
chr2	3001137	4023302	ADI1
chr12	132566737	133661774	FBRSL1
chr17	36421944	37455809	PIP4K2B
chr3	178780714	179806195	ACTL6A
chr5	43026369	44057513	PAIP1
chr20	61758588	62760177	MHENCR
chr1	54815300	55852868	DHCR24
chr1	44774195	45781257	BTBD19
chr9	78556582	79622332	GCNT1
chr17	71699817	72706794	RPL38
chr9	2304152	3344095	PUM3
chr14	23907940	24924321	DHRS4-AS1
chr2	156680949	157689233	NR4A2
chr3	169255783	170303180	GPR160
chr7	97343936	98381544	TECPR1
chr14	77674414	78683941	SLIRP
chr16	67406955	68418402	EDC4
chr1	156207095	157210880	MRPL24
chr19	39376269	40381746	PAF1
chr12	120399475	121407551	SRSF9
chr9	139246798	140255251	MAMDC4
chr6	51862206	52941858	TRAM2
chr1	101202455	102207869	S1PR1
chr20	922811	1947494	NSFL1C
chr17	61351530	62396677	DDX42
chr5	67962977	68974072	CCNB1
chr6	170099791	171216155	FAM120B
chr10	37547466	38647031	ZNF248
chr4	76535817	77569550	NUP54
chr1	159250752	160252333	DUSP23
chr10	15979009	17055744	PTER
chr6	25658349	26671577	H2BC5
chr7	30036237	31044445	GGCT
chr11	118705237	119708019	RNF26
chr11	95002117	96022946	FAM76B
chr18	77405807	78436315	PARD6G-AS1
chr4	0	992945	ZNF721
chr7	150606247	151610440	WDR86-AS1
chr11	122729130	123998475	GRAMD1B
chr8	81692771	82697010	FABP5
chr22	32370798	33394816	FBXO7
chr3	128386670	129402739	CNBP
chr3	8939299	10019838	SETD5
chr16	29485189	30503582	TAOK2
chr8	123525410	124554542	DERL1
chr22	23907754	25074596	CABIN1
chr19	8074562	9079051	ZNF414
chr19	40784152	41802847	RAB4B
chr9	106356590	107403700	SMC2
chr1	167010250	168022999	CREG1
chr19	45644752	46646098	EML2-AS1
chr18	56495055	57526497	LMAN1
chr2	203603741	204670749	CYP20A1
chr1	154447157	155451727	CKS1B
chr1	92264616	93367613	RPAP2
chr20	48234791	49270260	PEDS1
chr11	118386427	119389053	RPS25
chr3	195933148	196939121	CEP19
chr6	32887842	33921466	SYNGAP1
chr11	61140998	62159017	FADS3
chr1	109591237	110642817	GNAI3
chr14	73986052	75032795	BBOF1
chr9	91426110	92431618	CKS2
chr3	156307670	157318924	LINC00881
chr3	14747753	15794423	CAPN7
chr7	109802700	111702548	IMMP2L
chr22	45180830	46191755	UPK3A
chr5	138526884	139563467	CXXC5
chr5	44309049	45315616	MRPS30
chr7	127532331	128550036	IMPDH1
chr11	117504092	118523538	SCN4B
chr17	7652607	8673804	PFAS
chr6	149416009	150469850	KATNA1
chr9	130128759	131141900	AK1
chr22	50507290	51517041	CPT1B
chr8	133749418	134809495	NDRG1
chr19	40325443	41354434	C19orf47
chr3	121640749	122733786	KPNA1
chr22	36809670	37836481	CSF2RB
chr1	153798001	154823780	ATP8B2
chr21	33644411	34670017	C21orf62-AS1
chr22	38973010	39983748	APOBEC3G
chr12	48228370	49245029	ZNF641
chr17	17421335	18442482	ATPAF2
chr1	43912622	44933694	IPO13
chr9	139401686	140423374	ABCA2
chr19	55182564	56191657	SYT5
chr13	48485274	49518805	LPAR6
chr17	32754880	33788479	CCT6B
chr1	154536216	155542029	EFNA4
chr19	11332080	12349761	ZNF823
chr1	11623360	12704264	TNFRSF8
chr3	148209327	149249562	GYG1
chr1	44179143	45186345	DMAP1
chr7	73145832	74168729	RFC2
chr22	36654255	37672163	IFT27
chr6	40532511	41565526	OARD1
chr19	52841263	53860872	ZNF468
chr2	10330136	11332222	RN7SL832P
chr1	223915047	225017874	NVL
chr11	128061567	129065918	SENCR
chr19	44478648	45504574	ZNF180
chr6	158571086	159685903	SYTL3
chr20	61009095	62069256	DIDO1
chr3	52240122	53245164	SPCS1
chr2	130613629	131632978	PTPN18
chr16	15543473	16736910	ABCC1
chr22	41865447	42894225	SEPTIN3
chr6	33040329	34048053	BAK1
chr12	24650509	25761269	IRAG2
chr15	55109382	56111321	PIGBOS1
chr20	24443561	25473387	APMAP
chr1	21638758	22651718	LDLRAD2
chr6	144106471	145674170	UTRN
chr6	25624400	26624918	H2AC6
chr17	78702077	79712855	TEPSIN
chr3	68717933	69935239	FRMD4B
chr7	150538898	151575535	NUB1
chr12	121715660	122731594	RHOF
chr19	54472912	55474961	LENG9
chr2	161664936	162768228	PSMD14
chr13	20641296	21765583	IFT88
chr2	169143049	170222024	NOSTRIN
chr8	21936254	22955539	PDLIM2
chr15	79852018	80930735	ZFAND6
chr9	21494790	22621096	CDKN2B-AS1
chr2	54699325	55864967	RTN4
chr1	26060691	27105299	CEP85
chr1	28332455	29337404	SNHG3
chr12	68639956	69675248	SLC35E3
chr6	137018621	138040522	IFNGR1
chr13	100682434	101741043	GGACT
chr16	11427707	12445399	RSL1D1
chr20	47335953	48360610	DDX27
chr16	30081047	31083728	ZNF688
chr10	111467363	112547123	MXI1
chr6	106518646	107578366	RTN4IP1
chr12	55935702	56938481	RPS26
chr6	99345926	100373184	PNISR
chr1	184159371	185223992	EDEM3
chr6	84069408	85177142	CYB5R4
chr15	88678863	89699714	ISG20
chr19	42072629	43085704	ZNF574
chr3	189338753	190362635	P3H2-AS1
chr4	71021258	72032225	JCHAIN
chr10	70529756	71661638	HK1
chr8	85626283	86632603	RBIS
chr3	48456275	49523815	ARIH2
chr12	173462	1272611	NINJ2
chr7	140202410	141214752	MRPS33
